PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34608814","Letter in reply","Samjoo IA, Worthington E, Drudge C, Zhao M, Cameron C, Häring DA, Stoneman D, Klotz L, Adlard N.","J Comp Eff Res. 2021 Dec;10(17):1267-1269. doi: 10.2217/cer-2021-0203. Epub 2021 Oct 5.","Samjoo IA","J Comp Eff Res","2021","2021/10/05","","","10.2217/cer-2021-0203"
"34597975","Population-adjusted indirect treatment comparison of the SOLO1 and PAOLA-1/ENGOT-ov25 trials evaluating maintenance olaparib or bevacizumab or the combination of both in newly diagnosed, advanced BRCA-mutated ovarian cancer","Vergote I, Ray-Coquard I, Anderson DM, Cantuaria G, Colombo N, Garnier-Tixidre C, Gilbert L, Harter P, Hettle R, Lorusso D, Mäenpää J, Marth C, Matsumoto K, Ouwens M, Poveda A, Raspagliesi F, Rhodes K, Rubio Pérez MJ, Shapira-Frommer R, Shikama A, Sikorska M, Moore K, DiSilvestro P.","Eur J Cancer. 2021 Nov;157:415-423. doi: 10.1016/j.ejca.2021.08.023. Epub 2021 Sep 28.","Vergote I","Eur J Cancer","2021","2021/10/01","","","10.1016/j.ejca.2021.08.023"
"34597381","Indirect comparison of tisagenlecleucel and blinatumomab in pediatric relapsed/refractory acute lymphoblastic leukemia","Verneris MR, Ma Q, Zhang J, Keating A, Tiwari R, Li J, Yang H, Agarwal A, Pacaud L.","Blood Adv. 2021 Dec 14;5(23):5387-5395. doi: 10.1182/bloodadvances.2020004045.","Verneris MR","Blood Adv","2021","2021/10/01","","","10.1182/bloodadvances.2020004045"
"34589422","An Indirect Comparison Between Nivolumab + Ipilimumab + Two Cycles of Chemotherapy vs. Pembrolizumab + Chemotherapy as First-Line Treatment for Metastatic Non-Small Cell Lung Cancer","Jiang P, Mao Z, Wang Q, Jia X, Geng L, Xu H, Jiang L, Yang C, Jiao M, Guo H.","Front Oncol. 2021 Sep 13;11:698199. doi: 10.3389/fonc.2021.698199. eCollection 2021.","Jiang P","Front Oncol","2021","2021/09/30","PMC8473819","","10.3389/fonc.2021.698199"
"34586007","The tools to choose: applying indirect treatment comparisons to the selection of frontline targeted therapy for CLL","Seymour JF.","Leuk Lymphoma. 2021 Oct;62(10):2299-2302. doi: 10.1080/10428194.2021.1984462. Epub 2021 Sep 29.","Seymour JF","Leuk Lymphoma","2021","2021/09/29","","","10.1080/10428194.2021.1984462"
"34561812","DREAMM-2: Indirect Comparisons of Belantamab Mafodotin vs. Selinexor + Dexamethasone and Standard of Care Treatments in Relapsed/Refractory Multiple Myeloma","Prawitz T, Popat R, Suvannasankha A, Sarri G, Hughes R, Wang F, Hogea C, Ferrante SA, Gorsh B, Willson J, Kapetanakis V.","Adv Ther. 2021 Nov;38(11):5501-5518. doi: 10.1007/s12325-021-01884-7. Epub 2021 Sep 24.","Prawitz T","Adv Ther","2021","2021/09/25","PMC8523001","","10.1007/s12325-021-01884-7"
"34550592","Network Meta-Analysis","Watt J, Del Giovane C.","Methods Mol Biol. 2022;2345:187-201. doi: 10.1007/978-1-0716-1566-9_12.","Watt J","Methods Mol Biol","2022","2021/09/22","","","10.1007/978-1-0716-1566-9_12"
"34543649","Comparative efficacy of different methods for difficult biliary cannulation in ERCP: systematic review and network meta-analysis","Facciorusso A, Ramai D, Gkolfakis P, Khan SR, Papanikolaou IS, Triantafyllou K, Tringali A, Chandan S, Mohan BP, Adler DG.","Gastrointest Endosc. 2022 Jan;95(1):60-71.e12. doi: 10.1016/j.gie.2021.09.010. Epub 2021 Sep 17.","Facciorusso A","Gastrointest Endosc","2022","2021/09/20","","","10.1016/j.gie.2021.09.010"
"34537953","Efficacy of Vibegron and Mirabegron for Overactive Bladder: A Systematic Literature Review and Indirect Treatment Comparison","Kennelly MJ, Rhodes T, Girman CJ, Thomas E, Shortino D, Mudd PN Jr.","Adv Ther. 2021 Nov;38(11):5452-5464. doi: 10.1007/s12325-021-01902-8. Epub 2021 Sep 18.","Kennelly MJ","Adv Ther","2021","2021/09/19","PMC8520873","","10.1007/s12325-021-01902-8"
"34493319","Matching-adjusted indirect treatment comparison of liso-cel versus axi-cel in relapsed or refractory large B cell lymphoma","Maloney DG, Kuruvilla J, Liu FF, Kostic A, Kim Y, Bonner A, Zhang Y, Fox CP, Cartron G.","J Hematol Oncol. 2021 Sep 8;14(1):140. doi: 10.1186/s13045-021-01144-9.","Maloney DG","J Hematol Oncol","2021","2021/09/08","PMC8425084","","10.1186/s13045-021-01144-9"
"34488679","Comparison of monoclonal antibodies targeting CD38, SLAMF7 and PD-1/PD-L1 in combination with Bortezomib/Immunomodulators plus dexamethasone/prednisone for the treatment of multiple myeloma: an indirect-comparison Meta-analysis of randomised controlled trials","Ye W, Wu X, Liu X, Zheng X, Deng J, Gong Y.","BMC Cancer. 2021 Sep 6;21(1):994. doi: 10.1186/s12885-021-08588-9.","Ye W","BMC Cancer","2021","2021/09/07","PMC8419924","","10.1186/s12885-021-08588-9"
"34484486","Enhanced Visualization Methods for First Transurethral Resection of Bladder Tumour in Suspected Non-muscle-invasive Bladder Cancer: A Health Technology Assessment","Ontario Health (Quality).","Ont Health Technol Assess Ser. 2021 Aug 12;21(12):1-123. eCollection 2021.","Ontario Health (Quality)","Ont Health Technol Assess Ser","2021","2021/09/06","PMC8382283","",""
"34465265","Belantamab mafodotin for the treatment of relapsed/refractory multiple myeloma in heavily pretreated patients: a US cost-effectiveness analysis","Nikolaou A, Ambavane A, Shah A, Ma W, Tosh J, Kapetanakis V, Willson J, Wang F, Hogea C, Gorsh B, Gutierrez B, Sapra S, Suvannasankha A, Samyshkin Y.","Expert Rev Hematol. 2021 Dec;14(12):1137-1145. doi: 10.1080/17474086.2021.1970522. Epub 2021 Sep 20.","Nikolaou A","Expert Rev Hematol","2021","2021/09/01","","","10.1080/17474086.2021.1970522"
"34445916","Comparative effectiveness of pegcetacoplan versus ravulizumab in patients with paroxysmal nocturnal hemoglobinuria previously treated with eculizumab: a matching-adjusted indirect comparison","Bhak RH, Mody-Patel N, Baver SB, Kunzweiler C, Yee CW, Sundaresan S, Swartz N, Duh MS, Krishnan S, Sarda SP.","Curr Med Res Opin. 2021 Nov;37(11):1913-1923. doi: 10.1080/03007995.2021.1971182. Epub 2021 Sep 3.","Bhak RH","Curr Med Res Opin","2021","2021/08/27","","","10.1080/03007995.2021.1971182"
"34402784","Indirect treatment comparison of solriamfetol, modafinil, and armodafinil for excessive daytime sleepiness in obstructive sleep apnea","Ronnebaum S, Bron M, Patel D, Menno D, Bujanover S, Kratochvil D, Lucas E, Stepnowsky C.","J Clin Sleep Med. 2021 Dec 1;17(12):2543-2555. doi: 10.5664/jcsm.9610.","Ronnebaum S","J Clin Sleep Med","2021","2021/08/17","PMC8726370","","10.5664/jcsm.9610"
"34402153","Efficacy and safety of iGlarLixi versus IDegAsp: Results of a systematic literature review and indirect treatment comparison","Home PD, Mehta R, Hafidh KAS, Gurova OY, Alvarez A, Serafini P, Pourrahmat MM.","Diabetes Obes Metab. 2021 Dec;23(12):2660-2669. doi: 10.1111/dom.14518. Epub 2021 Aug 31.","Home PD","Diabetes Obes Metab","2021","2021/08/17","","","10.1111/dom.14518"
"34384311","Indirect comparisons of siponimod with fingolimod and ofatumumab in multiple sclerosis: assessing the feasibility of propensity score matching analyses","Samjoo IA, Worthington E, Haltner A, Spin P, Drudge C, Cameron C, Brennan R, Dahlke F, Adlard N.","Curr Med Res Opin. 2021 Nov;37(11):1933-1944. doi: 10.1080/03007995.2021.1968362. Epub 2021 Aug 26.","Samjoo IA","Curr Med Res Opin","2021","2021/08/13","","","10.1080/03007995.2021.1968362"
"34383273","Nail Psoriasis and Quality-of-Life Measurement in Clinical Trials: Call for the Use of Nail-Specific Instruments","Blome C, Augustin M, Klein TM.","Am J Clin Dermatol. 2021 Nov;22(6):747-755. doi: 10.1007/s40257-021-00622-7. Epub 2021 Aug 12.","Blome C","Am J Clin Dermatol","2021","2021/08/12","PMC8566428","","10.1007/s40257-021-00622-7"
"34372979","How Assessment-Schedule Matching Limits Bias When Comparing Progression-Free Survival in Single-Arm Studies: An Application in Second-Line Urothelial Carcinoma Treatments","Kapetanakis V, Prawitz T, Schlichting M, Ishak KJ, Phatak H, Yu T, Bharmal M.","Value Health. 2021 Aug;24(8):1137-1144. doi: 10.1016/j.jval.2021.03.004. Epub 2021 May 8.","Kapetanakis V","Value Health","2021","2021/08/10","","","10.1016/j.jval.2021.03.004"
"34372977","Use of External Comparators for Health Technology Assessment Submissions Based on Single-Arm Trials","Patel D, Grimson F, Mihaylova E, Wagner P, Warren J, van Engen A, Kim J.","Value Health. 2021 Aug;24(8):1118-1125. doi: 10.1016/j.jval.2021.01.015. Epub 2021 Jun 8.","Patel D","Value Health","2021","2021/08/10","","","10.1016/j.jval.2021.01.015"
"34369674","[Changes of histology and ultrastructure of otopoint ""Stomach"" area in rabbits with chronic gastritis]","Liu HL, You LM, Liu JH, Long XY, Xu GZ.","Zhen Ci Yan Jiu. 2021 Jul 25;46(7):555-61. doi: 10.13702/j.1000-0607.200544.","Liu HL","Zhen Ci Yan Jiu","2021","2021/08/09","","","10.13702/j.1000-0607.200544"
"34368918","Matching-Adjusted Indirect Comparison of Efficacy and Consumption of rVIII-SingleChain Versus Two Recombinant FVIII Products Used for Prophylactic Treatment of Adults/Adolescents with Severe Haemophilia A","Bonanad S, Núñez R, Poveda JL, Kurnik K, Goldmann G, Andreozzi V, Vandewalle B, Santos S.","Adv Ther. 2021 Sep;38(9):4872-4884. doi: 10.1007/s12325-021-01853-0. Epub 2021 Aug 8.","Bonanad S","Adv Ther","2021","2021/08/09","PMC8408075","","10.1007/s12325-021-01853-0"
"34348729","Cost-effectiveness of empagliflozin in patients with type 2 diabetes and established cardiovascular disease in China","Ramos M, Men P, Wang X, Ustyugova A, Lamotte M.","Cost Eff Resour Alloc. 2021 Aug 4;19(1):46. doi: 10.1186/s12962-021-00299-z.","Ramos M","Cost Eff Resour Alloc","2021","2021/08/05","PMC8336098","","10.1186/s12962-021-00299-z"
"34340647","Comparative efficacy, safety, and cost-effectiveness of abobotulinumtoxinA and onabotulinumtoxinA in children with upper limb spasticity: a systematic literature review, indirect treatment comparison, and economic evaluation","Danchenko N, Johnston KM, Haeussler K, Whalen J.","J Med Econ. 2021 Jan-Dec;24(1):949-961. doi: 10.1080/13696998.2021.1957582.","Danchenko N","J Med Econ","2021","2021/08/03","","","10.1080/13696998.2021.1957582"
"34324742","Method's corner: Allergist's guide to network meta-analysis","Chu DK, Brignardello-Petersen R, Guyatt GH, Ricci C, Genuneit J.","Pediatr Allergy Immunol. 2022 Jan;33(1):e13609. doi: 10.1111/pai.13609. Epub 2021 Aug 16.","Chu DK","Pediatr Allergy Immunol","2022","2021/07/29","","","10.1111/pai.13609"
"34301232","Meta-analysis and indirect treatment comparison of modified FOLFIRINOX and gemcitabine plus nab-paclitaxel as first-line chemotherapy in advanced pancreatic cancer","Chen J, Hua Q, Wang H, Zhang D, Zhao L, Yu D, Pi G, Zhang T, Lin Z.","BMC Cancer. 2021 Jul 23;21(1):853. doi: 10.1186/s12885-021-08605-x.","Chen J","BMC Cancer","2021","2021/07/24","PMC8306351","","10.1186/s12885-021-08605-x"
"34292540","Cost-Minimization Analysis of Pembrolizumab Monotherapy Versus Nivolumab in Combination with Ipilimumab as First-Line Treatment for Metastatic PD-L1-Positive Non-small Cell Lung Cancer: A US Payer Perspective","Qiao N, Insinga R, Burke T, Lopes G.","Pharmacoecon Open. 2021 Dec;5(4):765-778. doi: 10.1007/s41669-021-00288-1. Epub 2021 Jul 22.","Qiao N","Pharmacoecon Open","2021","2021/07/22","PMC8611160","","10.1007/s41669-021-00288-1"
"34286894","An indirect treatment comparison of the efficacy of semaglutide 1.0 mg versus dulaglutide 3.0 and 4.5 mg","Pratley RE, Catarig AM, Lingvay I, Viljoen A, Paine A, Lawson J, Chubb B, Gorst-Rasmussen A, Miresashvili N.","Diabetes Obes Metab. 2021 Nov;23(11):2513-2520. doi: 10.1111/dom.14497. Epub 2021 Aug 9.","Pratley RE","Diabetes Obes Metab","2021","2021/07/21","","","10.1111/dom.14497"
"34285621","Efficacy of rFIXFc versus rIX-FP for the Treatment of Patients with Hemophilia B: Matching-Adjusted Indirect Comparison of B-LONG and PROLONG-9FP Trials","Astermark J, Wojciechowski P, Aballéa S, Hakimi Z, Nazir J, Klamroth R.","J Blood Med. 2021 Jul 14;12:613-621. doi: 10.2147/JBM.S312885. eCollection 2021.","Astermark J","J Blood Med","2021","2021/07/21","PMC8286734","","10.2147/JBM.S312885"
"34280545","Generalizability of heterogeneous treatment effects based on causal forests applied to two randomized clinical trials of intensive glycemic control","Raghavan S, Josey K, Bahn G, Reda D, Basu S, Berkowitz SA, Emanuele N, Reaven P, Ghosh D.","Ann Epidemiol. 2022 Jan;65:101-108. doi: 10.1016/j.annepidem.2021.07.003. Epub 2021 Jul 17.","Raghavan S","Ann Epidemiol","2022","2021/07/19","PMC8748294","NIHMS1725473","10.1016/j.annepidem.2021.07.003"
"34278835","Cost-minimization analysis comparing eltrombopag vs romiplostim for adults with chronic immune thrombocytopenia","Patwardhan P, Proudman D, Allen J, Lucas S, Nellesen D.","J Manag Care Spec Pharm. 2021 Oct;27(10):1447-1456. doi: 10.18553/jmcp.2021.21080. Epub 2021 Jul 19.","Patwardhan P","J Manag Care Spec Pharm","2021","2021/07/19","","","10.18553/jmcp.2021.21080"
"34277983","A population-adjusted indirect comparison of cardiovascular benefits of once-weekly subcutaneous semaglutide and dulaglutide in the treatment of patients with type 2 diabetes, with or without established cardiovascular disease","Evans LM, Mellbin L, Johansen P, Lawson J, Paine A, Sandberg A.","Endocrinol Diabetes Metab. 2021 May 15;4(3):e00259. doi: 10.1002/edm2.259. eCollection 2021 Jul.","Evans LM","Endocrinol Diabetes Metab","2021","2021/07/19","PMC8279621","","10.1002/edm2.259"
"34277438","Platinum-Based Chemotherapy and Immunotherapy in Early Triple-Negative Breast Cancer: A Meta-Analysis and Indirect Treatment Comparison","He Q, Peng Y, Sun J, Liu J.","Front Oncol. 2021 Jul 1;11:693542. doi: 10.3389/fonc.2021.693542. eCollection 2021.","He Q","Front Oncol","2021","2021/07/19","PMC8281677","","10.3389/fonc.2021.693542"
"34274891","Comparative short-term efficacy and safety of add-on anti-seizure medications in Dravet syndrome: An indirect treatment comparison","Devi N, Madaan P, Asrar MM, Sahu JK, Bansal D.","Seizure. 2021 Oct;91:316-324. doi: 10.1016/j.seizure.2021.06.020. Epub 2021 Jun 29.","Devi N","Seizure","2021","2021/07/18","","","10.1016/j.seizure.2021.06.020"
"34256668","Matching-adjusted indirect comparison of efficacy outcomes for ciltacabtagene autoleucel in CARTITUDE-1 versus idecabtagene vicleucel in KarMMa for the treatment of patients with relapsed or refractory multiple myeloma","Martin T, Usmani SZ, Schecter JM, Vogel M, Jackson CC, Deraedt W, Tian H, Yeh TM, Banerjee A, Pacaud L, Garrett A, Haltner A, Cameron C, Van Sanden S, Diels J, Valluri S, Samjoo IA.","Curr Med Res Opin. 2021 Oct;37(10):1779-1788. doi: 10.1080/03007995.2021.1953456. Epub 2021 Jul 23.","Martin T","Curr Med Res Opin","2021","2021/07/14","","","10.1080/03007995.2021.1953456"
"34250585","Cost-Effectiveness of Bosutinib for the Treatment of Adult Patients with Chronic Phase Chronic Myeloid Leukemia in the Second-Line Setting","Muresan B, Mamolo C, Cappelleri JC, Postma MJ, Heeg B.","Appl Health Econ Health Policy. 2021 Nov;19(6):929-940. doi: 10.1007/s40258-021-00666-0. Epub 2021 Jul 12.","Muresan B","Appl Health Econ Health Policy","2021","2021/07/12","PMC8545733","","10.1007/s40258-021-00666-0"
"34250584","Effectiveness of Radiofrequency Catheter Ablation Using Ablation Index Versus Second Generation Cryoballoon in the Treatment of Persistent Atrial Fibrillation: A Matching-Adjusted Indirect Comparison","Hussein A, Stabile G, Dawkins K, Spin P, Goldstein L, Wei T, Velleca M, Patel L, Gupta D.","Adv Ther. 2021 Aug;38(8):4388-4402. doi: 10.1007/s12325-021-01846-z. Epub 2021 Jul 12.","Hussein A","Adv Ther","2021","2021/07/12","PMC8342373","","10.1007/s12325-021-01846-z"
"34236007","Matching-adjusted indirect treatment comparison of onasemnogene abeparvovec and nusinersen for the treatment of symptomatic patients with spinal muscular atrophy type 1","Bischof M, Lorenzi M, Lee J, Druyts E, Balijepalli C, Dabbous O.","Curr Med Res Opin. 2021 Oct;37(10):1719-1730. doi: 10.1080/03007995.2021.1947216. Epub 2021 Jul 20.","Bischof M","Curr Med Res Opin","2021","2021/07/08","","","10.1080/03007995.2021.1947216"
"34231369","Indirect treatment comparison of olaparib and talazoparib in germline BRCA-mutated HER2-negative metastatic breast cancer","McCrea C, Hettle R, Gulati P, Taneja A, Rajora P.","J Comp Eff Res. 2021 Sep;10(13):1021-1030. doi: 10.2217/cer-2021-0097. Epub 2021 Jul 7.","McCrea C","J Comp Eff Res","2021","2021/07/07","","","10.2217/cer-2021-0097"
"34196111","Methods for population adjustment with limited access to individual patient data: A review and simulation study","Remiro-Azócar A, Heath A, Baio G.","Res Synth Methods. 2021 Nov;12(6):750-775. doi: 10.1002/jrsm.1511. Epub 2021 Sep 5.","Remiro-Azócar A","Res Synth Methods","2021","2021/07/01","","","10.1002/jrsm.1511"
"34168470","Economic Analysis of Leak Complications in Anastomoses Performed with Powered versus Manual Circular Staplers in Left-Sided Colorectal Resections: A US-Based Cost Analysis","Pollack E, Johnston S, Petraiuolo WJ, Roy S, Galvain T.","Clinicoecon Outcomes Res. 2021 Jun 17;13:531-540. doi: 10.2147/CEOR.S305296. eCollection 2021.","Pollack E","Clinicoecon Outcomes Res","2021","2021/06/25","PMC8217739","","10.2147/CEOR.S305296"
"34114935","Cost-effectiveness analysis of anti-IL-5 therapies of severe eosinophilic asthma in Spain","González-Barcala FJ, Muñoz-Gall X, Mariscal E, García A, Yang S, van de Wetering G, Izquierdo-Alonso JL.","J Med Econ. 2021 Jan-Dec;24(1):874-882. doi: 10.1080/13696998.2021.1941065.","González-Barcala FJ","J Med Econ","2021","2021/06/11","","","10.1080/13696998.2021.1941065"
"34098842","Cost-effectiveness of pembrolizumab + chemotherapy versus chemotherapy and pembrolizumab monotherapy in first line treatment of NSCLC in the US - updated analyses with additional trial follow-up","Insinga RP, Feliciano JL, Qiao N, Vandormael K, Zhang Y.","J Med Econ. 2021 Jan-Dec;24(1):792-805. doi: 10.1080/13696998.2021.1937188.","Insinga RP","J Med Econ","2021","2021/06/08","","","10.1080/13696998.2021.1937188"
"34093199","Calcitonin Gene-Related Peptide Monoclonal Antibodies Versus Botulinum Neurotoxin a in the Preventive Treatment of Chronic Migraine: An Adjusted Indirect Treatment Comparison Meta-Analysis","Chen YY, Ye XQ, Tang TC, She TW, Chen M, Zheng H.","Front Pharmacol. 2021 May 19;12:671845. doi: 10.3389/fphar.2021.671845. eCollection 2021.","Chen YY","Front Pharmacol","2021","2021/06/07","PMC8170150","","10.3389/fphar.2021.671845"
