doi	section	ITC num	Ind studies num	questions	decision	PMID
10.1007/bf03261873	study_information	NA	3	Data source name (only if observational study or clinical trial without NCT)	michelson et al. (2001)	NA
10.1007/bf03261873	study_information	NA	3	Country where the clinical trial/observational study was conducted (international if more than one)	usa	NA
10.1007/bf03261873	study_information	NA	3	Number of treatment arms (clinical trial only)	2 or more	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Medical Condition of Interest Name	unresectable hepatocellular carcinoma	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Countries of first author affiliations	italy	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Countries of last author affiliations	italy	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Mentioned sources of funding	No fundings	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Medical Condition of Interest Name	unresectable hepatocellular carcinoma	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Countries of first author affiliations	italy	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Countries of last author affiliations	italy	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Mentioned sources of funding	XXXX	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	XXXX	NA
10.1007/s00432-021-03602-w	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Treatment name 1	regorafenib	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Study 'number(s)' for treatment 1	1	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Treatment name 2	cabozantinib	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Study 'number(s)' for treatment 2	2	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Anchored comparison?	No	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	Yes	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	overall survival	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Primary outcome: variable type	Time-to-event	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Nothing mentioned, not reported	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	No discussion (in the main text) of the status of prognostic factors of the variables	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No	NA
10.1007/s00432-021-03602-w	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	NA
10.1007/s00432-021-03602-w	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	331	NA
10.1007/s00432-021-03602-w	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	278	NA
10.1007/s00432-021-03602-w	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned	NA
10.1007/s00432-021-03602-w	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	No	NA
10.1007/s00432-021-03602-w	results	1	NA	Primary outcome: treatment effect contrast	HR	NA
10.1007/s00432-021-03602-w	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Denominator if ratio, or rightside if difference	NA
10.1007/s00432-021-03602-w	results	1	NA	Primary outcome: unadjusted treatment effect	0.8	NA
10.1007/s00432-021-03602-w	results	1	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.66;0.97]	NA
10.1007/s00432-021-03602-w	results	1	NA	Primary outcome: adjusted treatment effect	0.83	NA
10.1007/s00432-021-03602-w	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.62;1.09]	NA
10.1007/s00432-021-03602-w	study_information	NA	1	Patient-level data used	Yes	NA
10.1007/s00432-021-03602-w	study_information	NA	1	Clinical Trial	No	NA
10.1007/s00432-021-03602-w	study_information	NA	1	Data source name (only if observational study or clinical trial without NCT)	real-world data from unknown origin	NA
10.1007/s00432-021-03602-w	study_information	NA	1	Patient-level data used	Yes	NA
10.1007/s00432-021-03602-w	study_information	NA	1	Clinical Trial	No	NA
10.1007/s00432-021-03602-w	study_information	NA	1	Data source name (only if observational study or clinical trial without NCT)	unspecified real-world data	NA
10.1007/s00432-021-03602-w	study_information	NA	2	Patient-level data used	No	NA
10.1007/s00432-021-03602-w	study_information	NA	2	Clinical Trial	Yes	NA
10.1007/s00432-021-03602-w	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT01908426	NA
10.1007/s00432-021-03602-w	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.1007/s00432-021-03602-w	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3	NA
10.1007/s00432-021-03602-w	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more	NA
10.1007/s00432-021-03602-w	study_information	NA	2	Patient-level data used	No	NA
10.1007/s00432-021-03602-w	study_information	NA	2	Clinical Trial	Yes	NA
10.1007/s00432-021-03602-w	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT01908426	NA
10.1007/s00432-021-03602-w	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.1007/s00432-021-03602-w	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3	NA
10.1007/s00432-021-03602-w	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Medical Condition of Interest Name	hepatocellular carcinoma	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Countries of first author affiliations	italy	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Countries of last author affiliations	italy	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Not mentioned	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Mentioned sources of funding	No fundings	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Medical Condition of Interest Name	XXXX	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Countries of first author affiliations	italy	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Countries of last author affiliations	italy	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Not mentioned	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Mentioned sources of funding	XXXX	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1007/s11523-021-00803-8	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Treatment name 1	lenvatinib	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Study 'number(s)' for treatment 1	1	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Treatment name 2	atezolizumab + bevacizumab	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Study 'number(s)' for treatment 2	2	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Anchored comparison?	No	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	Yes	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	overall survival	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Primary outcome: variable type	Time-to-event	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Nothing mentioned, not reported	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	No	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	Yes	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No	NA
10.1007/s11523-021-00803-8	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	NA
10.1007/s11523-021-00803-8	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	336	NA
10.1007/s11523-021-00803-8	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	455	NA
